Name,Title,Total Episodes,Rating (0-10),Genres,Tags,Status,Source,Start Date,End Date,Duration (mins),Studio,Popularity,Description,ImageURL,Link,Note,My rating,Finished?,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
Full Metal Alchemist brotherhood,Fullmetal Alchemist: Brotherhood,64,9,"Action, Adventure, Drama, Fantasy","Alchemy, Military, War, Shounen, Politics, Male Protagonist, Philosophy, Ensemble Cast, Coming of Age, Super Power, Steampunk, Necromancy",Finished,Manga,2009-04-05,2010-07-04,25,bones,715875,"""In order for something to be obtained, something of equal value must be lost."" Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist. Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as wel...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx5114-nSWCgQlmOMtj.jpg,https://anilist.co/anime/5114,Combined 1 TV season,8.7,Yes,,,,,,,
Devil may cry ,Devil may cry ,16,7.5,"Action, Dark, Fantasy, Supernatural","Demons, Modern, Hell",Ongoing,Video Game,2025-04-03,,25,Studio Mir,96700,"When a mysterious villain threatens to open the gates of Hell, a devilishly handsome demon hunter could be the world's best hope for salvation.",https://www.animationmagazine.net/wordpress/wp-content/uploads/Devil-May-Cry-kv.jpg,https://www.imdb.com/title/tt15716776/?ref_=ttep_ov_i,Manual,8.7,Yes,,,,,,,
CastleVania ,CastleVania ,32,8.3,"Action, Dark Fantasy, Horror","Vampires, Demons, Medieval",Finished,Video Game,2017-07-07,2021-05-13,25,Powerhouse Animation Studios,289000,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSuC2ZgsDQIwCQt1tnnC4KXRRCnAQaxs3FqwWXazm-jk6N2r6uQ,https://www.imdb.com/title/tt6517102/,Manual,8.7,Yes,,,,,,,
Erased,ERASED,12,8.1,"Drama, Mystery, Psychological, Supernatural, Thriller","Age Regression, Time Manipulation, Crime, Urban Fantasy, Time Skip, Male Protagonist, Primarily Child Cast, Detective, Snowscape, Ensemble Cast, Super Power, Seinen",Finished,Manga,2016-01-08,2016-03-25,23,A-1 Pictures,596286,"Satoru Fujinuma is a 29 year old manga artist struggling to make a name for himself following his debut. But, that was not the only thing in his life that Satoru was feeling frustrated about… He has a unique supernatural ability of being forced to prevent deaths and catastrophes by being sent back in time before the incident occurred, repeating time until the accident is prevented. One day, he gets involved in an accident that has him framed as a murderer. Desperate to save the victim, he sends himself back in time only to find himself as a grade-schooler one month before fellow classmate Kayo Hinazuki went missing. Satoru now embarks on a new quest: to save Kayo and solve the mystery behind her disappearance.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21234-XmqW39aQ9o7O.jpg,https://anilist.co/anime/21234,Combined 1 TV season,8.7,Yes,,,,,,,
Reincarnated as a slime,That Time I Got Reincarnated as a Slime,72,8,"Action, Adventure, Comedy, Fantasy","Kingdom Management, Isekai, Reincarnation, Magic, Super Power, Politics, Found Family, Ensemble Cast, Office, Demons, Shapeshifting, Creature Taming",Releasing,Light Novel,2018-10-02,2024-09-27,24,8-bit,452210,"Lonely thirty-seven-year-old Satoru Mikami is stuck in a dead-end job, unhappy with his mundane life, but after dying at the hands of a robber, he awakens to a fresh start in a fantasy realm...as a slime monster! As he acclimates to his goopy new existence, his exploits with the other monsters set off a chain of events that will change his new world forever! (Source: Yen Press)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101280-tDxCVJm714nt.jpg,https://anilist.co/anime/101280,Combined 5 TV seasons,8.7,Yes,,,,,,,
Mashle,MASHLE: MAGIC AND MUSCLES,24,7.7,"Action, Comedy, Fantasy","Magic, Male Protagonist, Shounen, Fitness, Parody, School, Slapstick, Super Power, Primarily Teen Cast, Kuudere, Primarily Male Cast, Battle Royale",Not Yet Released,Manga,2023-04-08,2024-03-30,24,A-1 Pictures,281586,"This is a world of magic. This is a world in which magic is casually used by everyone. In a deep, dark forest in this world of magic, there is a boy who is singlemindedly working out. His name is Mash Burnedead, and he has a secret. He can’t use magic. All he wanted was to live a quiet life with his family, but people suddenly start trying to kill him one day and he somehow finds himself enrolled in Magic School. There, he sets his sights on becoming a “Divine Visionary,” the elite of the elite. Will his ripped muscles work against the best and brightest of the wizarding world? The curtain rises on this off-kilter magical fantasy in which the power of being jacked crushes any spell! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151801-XxVf22Le6C8o.png,https://anilist.co/anime/151801,Combined 3 TV seasons,8.7,Yes,,,,,,,
Returners magic special [anilist:163142],A Returner's Magic Should Be Special,12,6.9,"Action, Adventure, Fantasy","Magic, School, Age Regression, Class Struggle, Male Protagonist, Time Manipulation",Not Yet Released,Other,2023-10-08,,24,Arvo Animation,66906,"Another dimension that continues to taint our world, the Shadow World. Humanity is faced with the worst calamity, known as the Shadow Labyrinth. In spite of their desperate attacks, Desir Herrman and his friends lose their battle to the Destruction Dragon, Boromir Napolitan, and the world comes to an end. When Desir is convinced of his end, he opens his eyes... to find himself 13 years in the past. Desir has gone back in time to the enrollment ceremony of Hebrion Academy, the top school for mages in the Empire. To change the future of impending doom, Desir reassembles his friends once again to save the world! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163142-RjFeJrTnDA2B.png,https://anilist.co/anime/163142,Forced AniList ID 163142; combined 2 TV seasons,8.7,Yes,,,,,,,
SK8 the Infinity,SK∞ 2nd Season,12,8,"Action, Comedy, Drama, Sports","Skateboarding, Male Protagonist, Primarily Male Cast, Ensemble Cast, Parkour, Cute Boys Doing Cute Things, Found Family",Not Yet Released,Original,2021-01-10,2021-04-04,24,"bones film, bones",232575,"The second season of SK∞ (Sk8 the Infinity) . Note: Aniplex revealed during the ""Sk8 Masquerade of Love"" event that a new anime project for the original television anime SK∞ is in the works. Much later, revealed at the end of the ""∞WEEK"" special event, an OVA was announced alongside a second season.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx124153-uEBI764OSavB.png,https://anilist.co/anime/153676,Combined 2 TV seasons,8.7,Yes,,,,,,,
Wistoria: Wand and Sword,Tsue to Tsurugi no Wistoria Season 3,24,8,"Action, Adventure, Drama, Fantasy, Comedy","Magic, Male Protagonist, Swordplay, Primarily Teen Cast, Shounen, School, Witch, Elf, Dungeon, Bullying",Not Yet Released,Manga,2024-07-07,2026-06-28,24,"Actas, Bandai Namco Pictures",168938,The third season of Tsue to Tsurugi no Wistoria.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx182300-IYkq5KrkQq1V.jpg,https://anilist.co/anime/213656,Combined 3 TV seasons,8.7,Yes,,,,,,,
Kuroko no basket [anilist:11771],Kuroko's Basketball,75,8,"Comedy, Sports","Basketball, Male Protagonist, Primarily Teen Cast, Shounen, Ensemble Cast, School Club, Primarily Male Cast, Tomboy, School",Finished,Manga,2012-04-08,2015-06-30,24,Production I.G,281925,"Teikou Junior High School's basketball team is crowned champion three years in a row thanks to five outstanding players who, with their breathtaking and unique skills, leave opponents in despair and fans in admiration. However, after graduating, these teammates, known as ""The Generation of Miracles"", go their separate ways and now consider each other as rivals. At Seirin High School, two newly recruited freshmen prove that they are not ordinary basketball players: Taiga Kagami, a promising player returning from the US, and Tetsuya Kuroko, a seemingly ordinary student whose lack of presence allows him to move around unnoticed. Although Kuroko is neither athletic nor able to score any points, he was a member of Teikou's basketball team, where he played as the ""Phantom Sixth Man,"" who easily passed the ball and assisted his teammates. Kuroko no Basket follows the journey of Seirin's players as they attempt to become the best Japanese high school team by winning the Interhigh Championship. To reach their goal, they have to cross pathways with several powerful teams, some of which have one of the five players with godlike abilities, whom Kuroko and Taiga make a pact to defeat. (Sourc...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11771-uvr44RAwRxPw.jpg,https://anilist.co/anime/11771,Forced AniList ID 11771; combined 3 TV seasons,8.6,Yes,,,,,,,
Sakamoto days [anilist:177709],SAKAMOTO DAYS,11,7.6,"Action, Comedy","Assassins, Urban, Found Family, Konbini, Crime, Primarily Adult Cast, Super Power, Male Protagonist, Family Life, Slapstick, Gangs, Guns",Finished,Manga,2025-01-11,2025-03-15,24,TMS Entertainment,213664,"When Sakamoto meets Aoi, the convenience store clerk, it’s love at first sight — and just like that, he retires. Sakamoto gets married, has a daughter, opens a mom-and-pop store in a quiet town, and completely transforms … into a plus-size man. To ensure a peaceful life with his beloved family, the legendary ex–hit man bands together with comrades to face off against the looming threat of assassins. (Source: Netflix TUDUM) Note: The series streamed a week in advance on Netflix Japan starting with episode 2 released alongside episode 1.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx177709-e5Qx6RlsBgD5.png,https://anilist.co/anime/177709,Forced AniList ID 177709; combined 1 TV season,8.6,Yes,,,,,,,
Ossan newbie adventurer,"The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",12,7.3,"Action, Adventure, Comedy, Fantasy","Male Protagonist, Magic, Primarily Adult Cast, Ojou-sama, Elf, Super Power",Finished,Light Novel,2024-07-02,2024-09-24,24,Yumeta Company,77921,"""Why should it matter how old you are if you want to start something new?"" The strongest guy around, who also happens to be middle-aged, strives to be an adventurer! Everyone seems to think you should pursue your dreams while you're still young, but there's one man who just can't give up. In a world where most people who become adventurers do so in their teens, a guild employee in his thirties, Rick Gladiator, seeks to become an adventurer instead. After receiving unimaginably brutal training from the legendary party renowned as the strongest on the continent, Orichalcum Fist, he ends up with combat abilities worthy of S-rank status despite starting out as an F-rank rookie! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163292-1DkPP4r5UI9Y.jpg,https://anilist.co/anime/163292,Combined 1 TV season,8.6,Yes,,,,,,,
My hero vigilante [anilist:185736],My Hero Academia: Vigilantes,26,7.5,"Action, Adventure, Drama, Fantasy","Urban Fantasy, Urban, Super Power, Superhero, Shounen, Crime, Male Protagonist, Idol, Anti-Hero, Fugitive",Finished,Manga,2025-04-07,2026-03-30,24,bones film,71689,"Kouichi Haimawari is a dull college student who aspires to be a hero but has given up on his dream. Although 80% of the world’s population has superhuman powers called Quirks, few are chosen to become heroes and protect people. Everything changes for Kouichi when he and Pop☆Step are saved by the vigilante Knuckleduster and get recruited to become vigilantes themselves! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185736-Ci6AiGwjKKtp.jpg,https://anilist.co/anime/185736,Forced AniList ID 185736; combined 2 TV seasons,8.6,Yes,,,,,,,
claymore,Claymore,26,7.4,"Action, Adventure, Fantasy, Horror","Medieval, Swordplay, Female Protagonist, Tragedy, Primarily Female Cast, Gore, Demons, Kuudere, Primarily Adult Cast, Orphan, Super Power, Travel",Finished,Manga,2007-04-04,2007-09-26,23,MADHOUSE,118939,"A brutal scourge stalks the land. Yoma, monsters driven by a hunger satisfied by only one quarry - Humanity. The dark breed knows but a singular foe: Claymore. Human-Yoma hybrids of extraordinary strength and cunning, the Claymores roam from skirmish to skirmish delivering salvation by the edge of a blade. Thus begins the twisting tale of Clare, one such sister of the sword driven by pain in both victory and defeat. A child silent and suffering hidden in her past, Clare's march toward vengeance unfolds along a path marked by violence, solitude and scorn. In a land where even the predator is prey, the haunted hearts of hunter and hunted alike wear the scars of the age. (Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1818-KieLJv0qo3mO.jpg,https://anilist.co/anime/1818,Combined 1 TV season,8.6,Yes,,,,,,,
The four knights of apocolypse [anilist:148862],The Seven Deadly Sins: Four Knights of the Apocalypse,36,7.3,"Action, Adventure, Fantasy","Magic, Male Protagonist, Shounen, Animals, Demons, Angels, Chibi, Travel, Fairy, Medieval, Archery, Dragons",Finished,Manga,2023-10-08,2024-12-31,24,Telecom Animation Film,32453,"Percival is a kind boy who lives out on the frontier called ""Finger of God"" along with his grandfather. However, the world was not kind enough to let peace and tranquility last for long. An encounter with a mysterious knight changed their destiny, and a shocking truth comes to light. The boy then sets off on an endless journey. (Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148862-ctw1sn45I4ZX.png,https://anilist.co/anime/148862,Forced AniList ID 148862; combined 2 TV seasons,8.6,Yes,,,,,,,
baki,Baki the Grappler,48,7.2,"Action, Sports","Martial Arts, Male Protagonist, Primarily Male Cast, Cultivation, Heterosexual, Shounen",Finished,Manga,2001-01-09,2001-12-25,25,Group TAC,38548,"Baki Hanma is a young fighter who yearns to follow in the footsteps of his father, Yujiro, and become the strongest fighter in the world. Through that he trains tirelessly and fights constantly to hone his skills and develop his body to achieve these goals. Many intense battles lay ahead of Baki as he goes about his quest to be the best and ultimately take the title of ""King"" from his father.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx287-goNFQRZPze2g.jpg,https://anilist.co/anime/287,Combined 2 TV seasons,8.6,Yes,,,,,,,
God of high school,The God of High School,13,7,"Action, Fantasy","Martial Arts, Urban Fantasy, Super Power, Shounen, Male Protagonist, Rotoscoping, Cult, Foreign, Primarily Teen Cast",Finished,Manga,2020-07-06,2020-09-28,24,MAPPA,295321,"It all began as a fighting tournament to seek out for the best fighter among all high school students in Korea. Mori Jin, a Taekwondo specialist and a high school student, soon learns that there is something much greater beneath the stage of the tournament. (Source: WEBTOON)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx116006-Wt8JSA1ZQxlM.png,https://anilist.co/anime/116006,Combined 1 TV season,8.6,Yes,,,,,,,
Tokyo ghoul,Tokyo Ghoul,48,6.7,"Action, Drama, Horror, Mystery, Psychological, Supernatural","Gore, Detective, Urban Fantasy, Anti-Hero, Amnesia, Time Skip, Survival, Dissociative Identities, Body Horror, Male Protagonist, Seinen, Urban",Finished,Manga,2014-07-04,2018-12-25,24,Studio Pierrot,727853,"The suspense horror/dark fantasy story is set in Tokyo, which is haunted by mysterious ""ghouls"" who are devouring humans. People are gripped by the fear of these ghouls whose identities are masked in mystery. An ordinary college student named Kaneki encounters Rize, a girl who is an avid reader like him, at the café he frequents. Little does he realize that his fate will change overnight. (Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b20605-k665mVkSug8D.jpg,https://anilist.co/anime/20605,Combined 4 TV seasons,8.6,Yes,,,,,,,
Ninja kamui,Ninja Kamui: Red Vendetta,13,6.4,"Action, Adventure, Drama, Sci-Fi","Ninja, Revenge, Assassins, Male Protagonist, Gore, Primarily Adult Cast, CGI, Foreign, Cyborg, Anti-Hero",Not Yet Released,Original,2024-02-11,2024-05-05,23,"Adult Swim, Sola Entertainment, E&H Production",76062,Second season of Ninja Kamui .,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b194453-rBPR7dRP6NeT.png,https://anilist.co/anime/194453,Combined 3 TV seasons,8.6,Yes,,,,,,,
Assasination classroom [anilist:20755],Assassination Classroom,47,8.1,"Action, Comedy, Drama, Supernatural","Assassins, School, Teacher, Primarily Teen Cast, Coming of Age, Ensemble Cast, Shounen, Super Power, Tentacles, Aliens",Finished,Manga,2015-01-10,2016-07-01,23,Lerche,619200,"The students of class 3-E have a mission: kill their teacher before graduation. He has already destroyed the moon, and has promised to destroy the Earth if he can not be killed within a year. But how can this class of misfits kill a tentacled monster, capable of reaching Mach 20 speed, who may be the best teacher any of them have ever had?",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20755-dWrhs569YGUO.jpg,https://anilist.co/anime/20755,Forced AniList ID 20755; combined 2 TV seasons,8.6,Yes,,,,,,,
One piece [anilist:21],ONE PIECE,1123,8.7,"Action, Adventure, Comedy, Drama, Fantasy","Pirates, Travel, Ensemble Cast, Shounen, Super Power, Found Family, Male Protagonist, Conspiracy, Ships, Slapstick, Prophecy, Politics",Releasing,Manga,1999-10-20,,24,Toei Animation,734977,"Gold Roger was known as the Pirate King, the strongest and most infamous being to have sailed the Grand Line. The capture and death of Roger by the World Government brought a change throughout the world. His last words before his death revealed the location of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece (which promises an unlimited amount of riches and fame), and quite possibly the most coveted of titles for the person who found it, the title of the Pirate King. Enter Monkey D. Luffy, a 17-year-old boy that defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate who ransacks villages for fun, Luffy’s reason for being a pirate is one of pure wonder; the thought of an exciting adventure and meeting new and intriguing people, along with finding One Piece, are his reasons of becoming a pirate. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach One Piece. *This incl...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21-ELSYx3yMPcKM.jpg,https://anilist.co/anime/21,Forced AniList ID 21; combined 1 TV season,8.6,ep 1130,,,,,,,
HAIKYU!!,HAIKYU!!,85,8.5,"Comedy, Drama, Sports","Primarily Teen Cast, Volleyball, School Club, Male Protagonist, Primarily Male Cast, Ensemble Cast, Shounen, Coming of Age, School",Finished,Manga,2014-04-06,2020-12-19,24,Production I.G,574679,"Inspired after watching a volleyball ace nicknamed ""Little Giant"" in action, small-statured Shouyou Hinata revives the volleyball club at his middle school. The newly-formed team even makes it to a tournament; however, their first match turns out to be their last when they are brutally squashed by the ""King of the Court,"" Tobio Kageyama. Hinata vows to surpass Kageyama, and so after graduating from middle school, he joins Karasuno High School's volleyball team—only to find that his sworn rival, Kageyama, is now his teammate. Thanks to his short height, Hinata struggles to find his role on the team, even with his superior jumping power. Surprisingly, Kageyama has his own problems that only Hinata can help with, and learning to work together appears to be the only way for the team to be successful. Based on Haruichi Furudate's popular shounen manga of the same name, Haikyuu!! is an exhilarating and emotional sports comedy following two determined athletes as they attempt to patch a heated rivalry in order to make their high school volleyball team the best in Japan. [Written by MAL Rewrite]",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20464-ooZUyBe4ptp9.png,https://anilist.co/anime/20464,Combined 5 TV seasons,8.6,Yes,,,,,,,
RADIANT,RADIANT,42,7,"Action, Adventure, Comedy, Fantasy","Magic, Male Protagonist, Witch, Class Struggle, Aliens",Finished,Other,2018-10-06,2020-02-26,24,Lerche,65266,"Seth dreams of being a great sorcerer. He wants to be powerful and defeat the Némésis, monsters that come down from the sky. But his eagerness constantly gets him into trouble. He can’t seem to avoid angering the villagers and even his guardian, Alma. One day, an enormous Némésis really attacks the village! Determined to save the world, Seth embarks on a journey in search for the “Radiant,” the legendary lair of the Némésis. Making new friends, fighting tough enemies, and confronting hardships, Seth’s adventure begins! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx101024-4dFUVMKSE0Q1.jpg,https://anilist.co/anime/101024,Combined 2 TV seasons,8.6,Yes,,,,,,,
Witch Hat Atelier [anilist:147105],Witch Hat Atelier,13,8.5,"Adventure, Drama, Fantasy","Magic, Witch, Female Protagonist, Drawing, Primarily Female Cast, Coming of Age, Primarily Child Cast, Found Family, Ensemble Cast, Medieval, Philosophy",Finished,Manga,2026-04-06,2026-06-22,24,BUG FILMS,210030,"In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem... (Source: Kodansha USA) Note: Tongari Boushi no Atelier episode 2 was streamed a week in advance on Crunchyroll, ABEMA, and Netflix, alongside episode 1. Streaming is one week ahead of the TV broadcast.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx147105-rwOX8qyUy8gV.jpg,https://anilist.co/anime/147105,Forced AniList ID 147105; single AniList entry only,8.6,Yes,,,,,,,
Scissor seven,Scissor Seven,10,7.8,"Action, Comedy, Drama, Mystery, Romance","Assassins, Surreal Comedy, Satire, Amnesia, Male Protagonist, Urban, Slapstick, Martial Arts, Super Power",Finished,Original,2018-04-25,2018-06-20,16,Sharefun Studio,57633,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions. (Source: Netflix)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx107912-pLrOL1AzEIEt.jpg,https://anilist.co/anime/107912,Combined 1 entry,8.5,Yes,,,,,,,
Naruto,Naruto,220,8,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural","Ninja, Shounen, Coming of Age, Male Protagonist, Orphan, Super Power, Martial Arts, Found Family, Primarily Child Cast, Ensemble Cast",Finished,Manga,2002-10-03,2007-02-08,23,Studio Pierrot,712551,"Naruto Uzumaki, a hyperactive and knuckle-headed ninja, lives in Konohagakure, the Hidden Leaf village. Moments prior to his birth, a huge demon known as the Kyuubi, the Nine-tailed Fox, attacked Konohagakure and wreaked havoc. In order to put an end to the Kyuubi's rampage, the leader of the village, the 4th Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto. Shunned because of the presence of the Kyuubi inside him, Naruto struggles to find his place in the village. He strives to become the Hokage of Konohagakure, and he meets many friends and foes along the way. (Source: MAL Rewrite)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20-dE6UHbFFg1A5.jpg,https://anilist.co/anime/20,Matched AniList ID 20; single AniList entry only,8.5,Yes,,,,,,,
Dorohedoro,Dorohedoro,12,7.9,"Action, Adventure, Comedy, Fantasy, Horror, Mystery","Dystopian, Monster Boy, Anthropomorphism, Magic, Amnesia, CGI, Full CGI, Gore, Surreal Comedy, Body Horror, Seinen, Curses",Finished,Manga,2020-01-13,2020-03-30,24,MAPPA,186861,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question... ""What did the guy inside my head say?""",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105228-I4xr84QS9Pvk.jpg,https://anilist.co/anime/105228,Combined 1 TV season,8.5,Yes,,,,,,,
Magi [anilist:14513],Magi: The Labyrinth of Magic,63,7.9,"Action, Adventure, Fantasy","Magic, Shounen, Male Protagonist, Foreign, Dungeon, Politics, Royal Affairs, Tragedy, Desert, Travel, Class Struggle, Dystopian",Finished,Manga,2012-10-07,2016-07-02,24,"A-1 Pictures, Lay-duce",229549,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of the world in check!",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx14513-HuUdrFFYftA7.jpg,https://anilist.co/anime/14513,Forced AniList ID 14513; combined 3 TV seasons,8.5,Yes,,,,,,,
Dead Mount Death Play,Dead Mount Death Play,24,7.3,"Action, Fantasy, Supernatural, Thriller","Necromancy, Urban Fantasy, Urban, Crime, Isekai, Male Protagonist, Ensemble Cast, Magic, Seinen, Reverse Isekai, Reincarnation, Anti-Hero",Finished,Manga,2023-04-11,2023-12-26,24,GEEKTOYS,97181,"As a legendary hero nears victory against a necromancer known as The Corpse God, things take an unexpected turn with the dark sorcerer’s final gambit—reincarnation magic. This last-ditch effort catches the brave fighter off guard, and now he’s a boy named Polka Shinoyama in a whole new world! The showdown between good and evil just got epic. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx157198-LVZ7PgxWwc6v.jpg,https://anilist.co/anime/157198,Combined 2 TV seasons,8.5,Yes,,,,,,,
New Saga,New Saga,12,6.5,"Adventure, Fantasy","Time Manipulation, Female Harem, Male Protagonist, Age Regression, Swordplay",Finished,Light Novel,2025-07-03,2025-09-18,24,"Studio Massket, Studio Clutch",35954,"After a brutal war, magic swordsman Kyle defeats the Demon King but is left dying. A crimson crystal sends him four years into the past to his once-destroyed hometown where he finds his lost loved ones alive. Armed with future knowledge, Kyle vows to prevent the coming tragedy and rewrite fate. (Source: Crunchyroll) Note: Initially scheduled for July 2023, the anime saw several delays and a complete change in Director (previously Norikazu Ishigooka) and Studio (previously Yokohama Anime Lab x Makaria)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155838-0zx6MTeoo5sk.jpg,https://anilist.co/anime/155838,Combined 1 TV season,8.5,Yes,,,,,,,
Mushoku Tensei,Mushoku Tensei: Jobless Reincarnation,62,8.3,"Adventure, Drama, Ecchi, Fantasy","Isekai, Reincarnation, Male Protagonist, Rehabilitation, Magic, Coming of Age, Travel, Family Life, Marriage, Polyamorous, Heterosexual, Swordplay",Releasing,Light Novel,2021-01-11,2024-07-01,24,Studio Bind,445662,"When a 34-year-old underachiever gets run over by a bus, his story doesn’t end there. Reincarnated in a new world as an infant, Rudeus will seize every opportunity to live the life he’s always wanted. Armed with new friends, some freshly acquired magical abilities, and the courage to do the things he’s always dreamed of, he’s embarking on an epic adventure—with all of his past experience intact! (Source: Funimation, edited) Note: The anime pre-screened its 1st and 2nd episode starting on the 27th of December on the Nico Nico Live Broadcasting and D Anime Store services",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx108465-1ANspF1EWyFx.jpg,https://anilist.co/anime/108465,Combined 5 TV seasons,8.5,S2 ep17,,,,,,,
Wind breaker,WIND BREAKER,25,7.7,"Action, Comedy, Drama","Delinquents, Gangs, Shounen, Primarily Male Cast, Male Protagonist, Found Family, School, Primarily Teen Cast, Urban, Tsundere, Martial Arts, Coming of Age",Finished,Manga,2024-04-05,2025-06-20,24,CloverWorks,185776,"Where the average scores are the lowest, but the fights are the strongest. Furin High School is renowned as a super school of delinquents. Haruka Sakura, a first-year student, came from outside the city to fight to the top. However, Furin High School has become a group that protects the town called the “Chime of the Wind Breaker” – Bofurin. The heroic legend of high school delinquent Sakura begins here! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163270-wboZJp0ybwVK.jpg,https://anilist.co/anime/163270,Combined 2 TV seasons,8.5,Yes,,,,,,,
